date,ex_mkt,NYSELW,NasdaqGSTSCO,NYSETDOC,NYSEBMY,NYSEUNH,NYSETWLO,NYSENSC,NYSESCHW,NYSEMAS,NYSEMTD,NYSEMO,AMEXLNG,NYSEPFE,NYSERF,NYSEPRU,NasdaqGSEA,NasdaqGSWDC,NasdaqGSODFL,NYSEBDX,NasdaqGSTXN,NYSEINVH,NYSEHPE,NYSESLB,NYSEAAP,NYSEPSX,NYSEABBV,NasdaqGSTRMB,NYSEMET,NasdaqGSTMUS,NYSEMOH,NYSELDOS,NasdaqGSCHRW,NYSEUSB,NYSEBK,NYSENUE,NYSECOF,NYSENRG,NYSEBA,NasdaqGSOKTA,NYSEALL,NYSERPM,NYSEAME,NYSEPPG,NasdaqGSCPRT,NYSETEL,NYSEIT,NYSEEXR,NasdaqGSVRSN,NasdaqGSNLOK,NYSEWM,NYSEROK,NasdaqGSSBUX,NYSEABC,NYSEMMC,NYSEHII,NasdaqGSISRG,NYSEEOG,NYSENVR,NYSETIF,NYSEHCA,NasdaqGSFAST,NYSEDE,NYSESTT,NYSEVTR,NasdaqGSMNST,NYSEFE,NasdaqGSILMN,NYSEL,NasdaqGSROKU,NasdaqGSSPLK,NYSEMRK,NasdaqGSEXC,NasdaqGSNFLX,NYSEHRL,NasdaqGSGILD,NasdaqGSWDAY,NasdaqGSPAYX,NYSEBX,NYSEBRO,NYSEAFL,NYSENOC,NYSEMKC,NYSEC,NYSECFG,NYSETMO,NasdaqGSNVDA,NasdaqGSCTAS,NasdaqGSHAS,NYSEWAB,NYSEDHI,NYSEGLW,NYSEPEAK,NYSECL,NYSEATUS,NYSEKKR,NYSERMD,NasdaqGSINTC,NasdaqGSQCOM,NYSEBKR,NYSEFTV
30nov2017,.031199999,.070128553,.13721044,.12247494,.024746824,.088984773,-.16563787,.059698954,.089993708,.077532537,-.078322828,.056146357,.033737354,.043610781,.071638793,.055857915,-.11085262,-.1166792,.066886202,.09357401,.0061387364,.0433538,.0020884646,-.018035423,.23555848,.079241142,.073839143,.027085977,.0090425517,.021683376,.15340525,.01672795,.10333332,.014092962,.063878931,-.0057730447,.0025322179,.10593334,.07865262,.009960996,.097715959,-.0068170968,.07698179,.0090918858,.18924168,.042423747,-.035339192,.046139974,.070431843,-.10631179,.0060825907,-.034360372,.059858643,.10744793,.037002403,.041068703,.064990878,.024465222,.058942221,.009333034,.12352883,.11532616,.12771781,.036346368,.020013016,.081756219,.047564592,.12099186,.016765479,1.154006,.18997791,.0032007168,.045371991,-.045120884,.16970228,-.0024679543,-.072055139,.055114388,-.04722796,.028223895,.050234683,.040098459,.026558474,.031561133,.070704184,-.005586965,-.028888064,.06785769,.0045774733,.0067649051,.15637194,.03951022,.037396614,.028322259,-.24626596,.0020100209,.018748855,-.0085248193,.31143349,-.04868038,.034007441
31dec2017,.0106,.038181391,.0953236,-.0607219,-.030301291,-.033865593,-.1148537,.045153301,.052804686,.023928717,-.015475264,.062191088,.11416341,-.0011781366,.047133017,-.0074990331,-.012204757,.014688136,.018596182,-.058854762,.07341662,.00077426335,.034638293,.080524273,-.01244424,.036722865,-.0022417333,-.032225512,-.058197211,.039879151,-.020013649,.020770309,.033626899,-.023122327,-.016150992,.11220595,.082316302,.029943068,.0653513,-.12332046,.019893829,-.01045823,-.0018501289,-.00033173664,.00062008807,.0062782397,.018619681,.033613618,-.0058091441,-.031486772,.049165118,.016860984,-.0068200706,.0824527,-.030338308,-.024778105,-.087222926,.054557525,.009484712,.10541896,.033336762,.043826528,.048266228,.028022975,-.050146855,.0098180901,-.10317985,-.050242372,-.0050471593,.17942387,.034261372,.026678011,-.055217654,.023275038,-.0017210883,-.035515204,-.01230801,.011364616,.0093827425,.0040225536,.001522431,.001589492,.0023866836,-.014512075,.031374633,-.014243551,-.035997473,-.010301116,-.022973305,.058832664,.0012975489,-.012424509,-.013690741,.04133286,.18928073,.057153907,-.0083888108,.029362995,-.035046358,.064169869,-.030885451
31jan2018,.055799998,.037995137,.019975215,.073079064,.028151821,.073935367,.11177275,.041178174,.038257562,.018686889,.089881219,-.015075557,.050428391,.022547731,.11275561,.033305448,.20836064,.11873141,.11317325,.13482377,.055796299,-.045912612,.14196959,.091761723,.17344628,.012266215,.16860828,.085046127,-.04934008,.024943762,.19135329,.031347074,.026510635,.066351041,.057028573,.053069696,.043893065,-.085767828,.20152916,.14984976,-.056819778,.0017272672,.052757781,.016258271,.02028342,.078717262,.12650192,-.045489039,.0041026711,-.029671162,.024589673,.0046956996,-.010887417,.085401699,.030641545,.0077148653,.1827603,.067156307,-.094170712,.025882358,.15154767,.011473147,.063226976,.12858365,-.067413777,.077961743,.07436946,.064671025,.032288924,-.21561891,.11494938,.052867278,-.022928515,.40801418,-.051675811,.16964592,.17830424,.0097701922,.14138241,.019729557,.0046930318,.10945185,.067222647,.054605279,.098521024,.18018009,.27019256,.080894023,.046726376,-.0048810584,-.039645221,-.024161693,-.076778777,-.011023914,.011213065,.14330815,.19001341,.042802624,.065981448,.016027171,.050633986
28feb2018,-.036499999,-.074031793,-.14504158,.072100848,.057416316,-.04494343,.30173761,-.073879622,-.0041767904,-.079357222,-.087524652,-.1051528,-.071520239,-.010718343,.0092686685,-.097872563,-.025769046,-.021894319,-.051508535,-.086203463,-.012127778,-.027890544,.13344496,-.1017058,-.02351247,-.11086241,.032077283,-.14000097,-.031192204,-.069062479,-.20871688,-.049491063,.020682452,-.048744105,.0057284334,-.023389149,-.053972218,-.00585867,.027077658,.31026486,-.066002354,-.046643399,-.0074311043,-.049391095,.062082145,.0093220491,-.1826634,.01871524,.00948021,-.031991225,-.023952344,-.079576597,.01046472,-.041609194,-.0060782586,.10586219,-.012184237,-.11817861,-.10549823,-.052693635,-.015579781,-.0044584596,-.033441026,-.036580727,-.13677202,-.071321331,-.0060928692,-.019950677,-.043831263,.0036010956,.008893935,-.08498618,-.029213212,.077895761,-.054562975,-.060592864,.056460172,-.045805953,-.045934819,.0058322432,.013497242,.027835388,-.018387165,-.034288313,-.052597135,-.069387995,-.01493952,.013027954,.01048251,.0052667097,-.1434781,-.062982775,-.086596303,-.071077645,-.15239723,-.10210484,-.051365539,.030743321,-.039536398,-.1743605,.011100031
31mar2018,-.023499999,.076254226,-.029516287,.0048875315,-.044661939,-.050734304,.11758149,-.023827355,-.015188643,-.01663696,-.066943012,.00048345118,.01760754,-.022683326,-.03850599,-.026153423,-.019986819,.065768771,.058838893,-.020709254,-.041262895,.049555179,-.052856635,-.013201761,.038077287,.061314184,-.18295418,-.054146931,-.0065949303,.0069945389,.12272158,.03770433,.0086190533,-.065484658,-.096540473,-.060071364,-.021646008,.18048775,-.09487927,.032550946,.032590974,-.042294081,.0047356319,-.0075706509,.087915383,-.031043839,.037021946,.036255777,.021792777,-.016836386,-.020245034,-.036604427,.013735375,-.09415213,-.0052794688,-.016320756,-.032038096,.037860952,-.015283756,-.028570414,-.022770025,-.0024757353,-.030777659,-.056548186,.041244622,-.097306885,.051864136,.036738873,.0080086496,-.2372842,.055586692,.013295933,.053085718,.01352482,.057201266,-.035745647,.0033735926,-.054452825,-.060394119,-.033534616,-.015401551,.00051339332,-.0037523732,-.10594184,-.034820616,-.0094811227,-.043116532,-.00056877028,-.11802404,.00063764286,.046200708,-.04136546,.073375069,.039192438,.015284631,-.054154057,.03348875,.056503758,-.14763847,.051793955,.0092749866
30apr2018,.0029,.12183456,.078905851,.066880852,-.17065887,.10455623,.10543597,.056519069,.066141471,-.061239477,-.026376165,-.099763654,.088003069,.031441517,.0063419314,.026633695,-.027005484,-.14620966,-.089318544,.069887944,-.023795564,.013461953,-.028052768,.05823468,-.034701228,.16032954,.03052344,-.035791136,.038671751,-.008799498,.025382224,-.018006571,-.018044317,-.001106782,.062322997,.0085590584,-.054385081,.016245691,.017206745,.074161872,.031739868,.019726932,-.081332929,-.05137115,.0028285522,-.081698254,.03108551,.025409885,-.0097320518,.074931718,-.033759084,-.05562757,-.0056443848,.050573509,-.0087086232,-.056564521,.067586742,.1243168,.10702619,.052822102,-.013106367,-.077604756,-.12881869,.00038469536,.038042035,-.038746275,.011350544,.018959554,.054779783,.046185587,.043180417,.080661736,.017058417,.057814602,.061792977,-.042032033,-.017975215,-.016677801,-.02053478,.070244946,.041245326,-.077683121,-.0044109789,.011290746,-.01178888,.018724758,-.029003926,-.0017581262,.05243231,.090915285,.0067263818,-.030963149,.0054795332,-.084766313,-.031501971,.031410445,-.039011758,-.0089492286,-.079524703,.30020741,-.093124926
31may2018,.026500002,-.021233404,.097261578,.18360427,.0092829224,.021499239,.27849028,.062270362,.0005095189,-.015960334,-.016529433,-.0067108585,.14534414,-.009110433,-.024715632,-.081207469,.10947818,.059789427,.1649812,-.044451855,.10984848,-.044510826,-.10627504,.0014877567,.12369286,.053335287,.024637351,-.044625334,-.026199872,-.079607666,.020063514,-.065039605,-.049885072,-.0092345914,.0042862091,.041590579,.041678745,.10407687,.060912061,.31289431,-.039796397,.024728049,.046158411,-.042924494,.073297583,.019102326,.094285175,.074221984,.11076733,-.25236571,.017351661,.071549416,-.010602337,-.089318968,-.013981703,-.088197649,.042739183,-.0031631275,-.035426341,.27169117,.080782436,.06469629,.10466424,-.036897592,.06289383,-.069934852,.011210836,.13066821,-.067377515,.15108186,.079376757,.011094485,.051908933,.12514737,-.010047682,-.066986389,.048906084,.092376903,.031547278,.022868551,-.0056566759,.016061448,-.041953318,-.018637259,-.010293556,-.010004949,.12191962,.070053622,-.015328371,.099256381,-.041093554,.012249502,.042389322,-.032923657,.092620805,.069566369,.090110898,.075408019,.15117235,-.037379131,.034684293
30jun2018,.0047999998,.074550003,.029219897,.14035486,.051574696,.019335305,.037867401,-.0052600908,-.081382409,.0039080018,.050524291,.031292386,-.021581693,.0096244859,-.020757152,-.034503281,.077111959,-.067126952,-.044193648,.084491231,-.014950014,.047588959,-.034675442,-.016881326,.055384289,-.035999574,-.063690558,-.0067712343,-.052084487,.072594285,.15306832,-.012649273,-.038507465,.0065440102,-.015093848,-.020535234,-.022457091,-.10324258,-.04739631,-.10401277,-.023758078,.17806517,-.010189809,.027727162,.031435404,-.032561868,.0010886972,.046150357,.053394526,-.0029004442,-.011191782,-.052451197,-.13810855,.037989002,.019791262,-.019477049,.040803995,.056075517,-.0068679559,.010183168,-.005352268,-.095927298,-.060410146,-.027203925,.05630821,.11989897,.043172106,.025026483,-.012189514,.13763027,-.10570281,.027417405,.029117435,.11316547,.036662366,.059393235,-.075254112,.042121824,.0073998077,-.0019165089,-.045389619,-.056396376,.1492893,.0033321197,-.047852285,-.0047602043,-.060745556,.015356587,.06397555,.010856569,-.028782863,.012397149,.077063181,.027145984,-.029677628,.11774205,.0073728799,-.099573202,-.034528229,-.0452164,.060689501
31jul2018,.0319,.025556343,.02013074,.030874418,.069171675,.031985361,.033247605,.12003635,-.00091610959,.080641881,.023854362,.033147164,-.026057554,.10047306,.046548363,.079002582,-.087142274,-.093919665,-.014633873,.044991061,.015162317,.0020349121,.056677014,.0071768304,.040618327,.098076977,.005499952,.074775316,.048949253,.004050767,.06266021,.15952769,.10230511,.059642762,-.0034377677,.07074666,.02619963,.032459788,.061832037,-.014427557,.042049203,.10944357,.07802631,.066674724,.014541348,.038840685,.018903537,-.058644503,.056699734,-.020956621,.10633334,.12818286,.072333418,-.040475771,.021761643,.074870124,.061959129,.037636135,-.071141802,.045155428,.21068537,.19093326,.035560519,-.051481485,-.010142096,.047336128,-.013500078,.16124015,.05164795,.065563522,-.030503629,.085039645,-.002480736,-.13803793,-.028607847,.098539725,.023809863,.017910035,.10312472,.055041581,.08168906,-.023565248,.016833968,.074134454,.029426163,.13209608,.033467345,.10474589,.085844859,.11895775,.065720305,.20597351,.0029650438,.040472429,.0039698319,.10167754,.021106282,-.032521173,.14188378,.046793699,.064320028
31aug2018,.034400001,-.035482716,.13504164,.29560602,.030504964,.060051486,.39319885,.033389177,-.0028539666,-.058650557,-.013719602,-.0028599873,.053882416,.048540317,.045541041,-.017542733,-.11927896,-.098636538,.038013812,.045798689,.0095684286,.016054509,.070462532,-.064706795,.16130546,-.032588281,.040525891,.19250123,.012352467,.10053333,.32564244,.034213345,.041610129,.020617468,-.024820076,-.066321887,.05484549,.11732799,-.033296976,.24518389,.06202044,.048491817,-.010930248,.0031904546,.12044516,-.015632318,.10567778,-.018862711,.091996387,.00076680892,.0098666735,-.030249635,.027202284,.1041746,.015101789,.051937655,.10181672,-.083195224,-.033103909,-.10852241,.082271151,.024985224,-.0069708209,-.015986586,.061768048,.014361834,.065399751,.093805499,-.0081541575,.30964211,.33337343,.041160118,.036595654,.089450307,.088273682,-.027115215,.245956,.061153252,.05685408,.044222355,-.0010264365,-.0027672232,.062313493,-.0029285215,.034557473,.019352445,.14678134,.043342799,-.003145081,-.017218703,.021318574,.01521803,.058538564,-.009087231,.045984589,-.041607004,.056702293,.012850583,.071952783,-.041727625,.023869371
